f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14
-0.07359219,-0.048610356,0.006819211,0.39762104,0.2736894,0.57768244,-0.29120776,0.004103303,-0.020165132,0.00176687,0.0,0.015127928,0.0,0.0008005055,0.0
-0.3160214,0.016263323,0.039297853,0.31603995,0.2925402,-0.5274607,0.0128710065,-0.015479883,-0.023172611,0.00176687,0.0,0.019562341,0.0,-0.0005167184,0.0
-0.0708315,0.07721994,-0.009604134,-0.27912992,-0.43623695,0.49592,0.21827939,-0.009366191,-0.018544592,-0.00051156845,0.0,0.007630602,0.0,-0.0005155428,0.0
0.4042844,0.010686113,0.00036037434,0.4692908,0.31542698,0.41088605,0.23296128,-0.027260546,0.012776376,-0.00051156845,0.0,0.01808116,0.0,0.00031633663,0.0
-0.15260063,-0.08643331,-0.0081838025,0.41688517,0.3286201,0.47046307,0.28903496,0.011852512,-0.018544592,-0.00051156845,0.0,0.006913507,0.0,0.00051498035,0.0
-0.02638419,-0.07391787,0.002937364,-0.6552534,-0.42204982,0.17900379,-0.041757636,-0.026567686,0.019490601,-0.00051156845,0.0,0.020430848,0.0,-0.0009322208,0.0
-0.1024016,0.0071432674,0.0017402027,0.305511,0.30514884,-0.9399828,0.19078937,0.0011858371,0.018575493,-0.00051156845,0.0,0.02130298,0.0,-0.0015400995,0.0
0.26477134,0.1565312,0.002047347,0.48759,0.33859706,0.65467376,0.243434,-0.02425889,0.012776376,-0.00051156845,0.0,0.0052425084,0.0,-0.0005229229,0.0
-0.07179316,0.031077124,0.0044339783,0.45960173,0.31282985,0.76937383,0.24438855,-0.018684855,-0.013265147,0.00176687,0.0,0.005412036,0.0,-0.0005275163,0.0
-0.064561106,-0.12357828,-0.0032825475,-0.9042499,-1.4140974,-0.515857,0.1457291,-0.025046935,0.026203116,-2.1828835e-05,0.0,0.023201376,0.0,-0.0015281261,0.0
0.38668555,0.032428317,0.0019337059,0.5069322,0.31639707,0.6341475,0.27236006,0.0012211967,-0.013265147,-0.00051156845,0.0,0.006069371,0.0,-0.00080289785,0.0
0.27396652,0.0045124283,-0.093735255,0.4776872,0.3118693,0.7118064,0.28254193,-0.020210296,0.012776376,-0.00051156845,0.0,0.003953301,0.0,0.00032164494,0.0
-0.034255996,-0.04162536,0.0030931905,0.32893154,0.27657697,0.20681809,-0.37187374,-0.020106208,-0.014885687,0.00176687,0.0,0.019247089,0.0,-0.0066501163,0.0
0.2812972,0.15823029,0.0008344547,-0.904082,-0.5448516,0.34568134,0.20020288,-0.0021800662,-0.013265147,0.00176687,0.0,0.004910289,0.0,0.0004942765,0.0
0.14227872,0.08749664,0.0007410113,-0.362658,-0.20789224,0.46618906,0.18609661,0.013677602,0.012776376,-0.00051156845,0.0,0.006616939,0.0,-0.00079092436,0.0
-0.17607483,-0.011236114,-0.0074940645,0.34140807,0.26844606,-0.26593015,-0.031768493,-0.007559309,-0.023172611,-0.00051156845,0.0,-0.1584775,0.0,0.00049993687,0.0
0.43037271,0.01503951,0.0005933952,0.36240366,0.313949,-0.5952381,-0.04626241,0.05658697,0.011973486,-0.00051156845,0.0,0.018831905,0.0,-0.0015411119,0.0
-0.08489058,0.114342585,0.0024324856,0.3277588,0.33123985,-0.65771246,0.19844887,-0.02846651,-0.018544592,-0.00051156845,0.0,0.015796334,0.0,0.00066700904,0.0
0.24086048,0.03645246,0.0044339783,0.48348138,0.31875432,0.7345467,0.26517025,-0.004060979,-0.013265147,0.00176687,0.0,0.006069371,0.0,0.0005098363,0.0
0.18727387,0.031237852,0.0149214985,0.4104775,0.2880669,0.5886332,-0.47535864,-0.022464082,0.011973486,-0.00051156845,0.0,-0.00086813886,0.0,0.0011466288,0.0
-0.09079199,0.0867545,0.0021187817,0.44760466,0.3298895,0.63258696,0.23459904,0.0060804104,-0.018544592,0.00176687,0.0,0.006913507,0.0,-0.00080749125,0.0
-0.057805218,-0.061404817,0.0031646253,0.34120545,0.23855469,-0.2597651,-0.11646118,-0.017034994,0.019490601,-0.00051156845,0.0,0.020918086,0.0,0.00030643726,0.0
-0.09247235,0.13590504,-0.005653295,0.32107982,0.29982322,-0.595979,0.20795988,-0.030412994,-0.018544592,-0.00051156845,0.0,-0.13012847,0.0,-0.0005167184,0.0
-0.3183773,-0.13927573,-0.0019655698,0.31984225,0.31836894,-0.70845175,0.17903773,-0.018625906,0.03271771,-0.00051156845,0.0,0.02388911,0.0,0.000959837,0.0
-0.08690193,-0.009955377,-0.0074674534,0.3397183,0.28372866,-0.43378016,0.29674125,0.010236918,0.012776376,-0.00051156845,0.0,0.005842202,0.0,0.00049993687,0.0
-0.067381345,0.086951815,0.0025765952,0.34224483,0.27085572,-0.39890766,0.12843671,-0.0063208607,-0.013265147,-0.00051156845,0.0,0.00011733547,0.0,0.00049993687,0.0
0.41649607,0.12020136,0.0019337059,0.5079608,0.31855053,0.64368385,0.25935984,-0.0067309,0.012776376,-0.00051156845,0.0,0.00056407275,0.0,-0.00080289785,0.0
0.39376125,0.14850837,-0.009675569,0.50239694,0.316117,0.6269698,0.27846515,0.045488413,0.012776376,-0.00051156845,0.0,0.0059528355,0.0,0.00032164494,0.0
0.13062464,0.04854105,-0.029886004,-0.728542,-0.18504666,0.13550924,-0.06137388,-0.033305798,-0.011844646,0.00176687,0.0,0.004927111,0.0,-0.00050015154,0.0
-0.0932808,0.01014057,0.0006648301,0.32935518,0.28872448,-0.55507445,-0.0416148,-0.025345346,0.024287198,-0.00051156845,0.0,0.021030147,0.0,0.00030643726,0.0
-0.058096465,0.107658565,0.0019274255,0.37939012,0.2775181,-0.025972066,0.22010931,0.006177907,-0.013265147,-0.00051156845,0.0,0.0056871837,0.0,0.00049993687,0.0
-0.06149198,0.01195285,0.0016931874,0.4633142,0.31483445,0.6983897,0.28599983,-0.01026838,-0.013265147,0.00176687,0.0,0.01919653,0.0,0.00031633663,0.0
0.4039161,0.04172096,0.003958463,0.4874751,0.31810573,0.8876683,0.2507958,0.06599932,-0.013265147,0.00176687,0.0,0.013115177,0.0,0.00031633663,0.0
-0.026850589,0.013198422,0.009134407,0.41253918,0.2756881,0.7789139,-0.5945575,0.0010002078,0.013691484,-0.00051156845,0.0,0.0023059738,0.0,0.006562346,0.0
-0.07435382,0.022437783,0.0051142112,0.43485627,0.3063947,0.6463717,0.07197191,0.005534581,0.012776376,-0.00051156845,0.0,0.004338416,0.0,-0.00080749125,0.0
-0.06468665,0.10031446,0.00062109024,0.4193843,0.31395096,0.44989195,0.2196077,0.011178307,0.012776376,-0.00051156845,0.0,0.0009498537,0.0,0.0005098363,0.0
0.41505745,-0.033492785,0.0023869649,0.31709558,0.2735529,-0.54820484,-0.57447296,0.036201533,0.013691484,-0.00051156845,0.0,0.012506805,0.0,-0.009992627,0.0
-0.021879513,0.0029219016,0.0043150485,-0.644098,-0.81998146,0.059454154,-0.5486834,-0.030763566,0.011973486,-2.1828835e-05,0.0,0.018344665,0.0,-0.004790913,0.0
-0.06783106,0.017502533,0.0067347335,0.4001303,0.27628642,0.5781804,-0.3128169,0.00464583,-0.01712409,-0.00051156845,0.0,0.009215001,0.0,0.00051498035,0.0
-0.097666554,0.09175772,0.0033114764,0.45982486,0.3280789,0.6793068,0.22076224,-0.0058047483,-0.018544592,-0.00051156845,0.0,0.0063727074,0.0,-0.0005275163,0.0
0.38120234,0.033087924,0.002866927,0.513727,0.31925943,0.8636583,0.24868204,-0.0133864945,0.012776376,-0.00051156845,0.0,0.0136704855,0.0,0.00031633663,0.0
-0.08005607,0.08304683,-0.007839136,0.37520844,0.31791747,0.29177105,0.31332067,-0.01740313,0.018575493,-0.00051156845,0.0,0.00918388,0.0,0.000326789,0.0
-0.13471095,0.38367867,0.0110899,0.4147122,0.28130445,0.9930749,0.08223352,0.11007675,0.03271771,-0.00051156845,0.0,0.01404309,0.0,-0.010045085,0.0
0.37702954,0.01538109,-0.008135317,0.50285625,0.31867942,0.63418055,0.31691235,-0.024485154,-0.013265147,-0.00051156845,0.0,0.0059528355,0.0,0.00032164494,0.0
-0.087141335,0.0040399544,0.0002137181,0.3216046,0.31338656,-0.67124146,0.19539705,0.014964096,0.012776376,-0.00051156845,0.0,0.014812082,0.0,0.0008552004,0.0
-0.075681955,0.056694925,0.00036037434,0.43305016,0.31556898,0.5199984,0.26754987,0.009294251,-0.013265147,0.00176687,0.0,0.01919653,0.0,0.00051498035,0.0
-0.31023827,0.44687638,0.00806847,0.4366504,0.30070317,0.61343116,0.1910844,0.15966827,0.03271771,-0.00051156845,0.0,0.018098952,0.0,-0.010045085,0.0
-0.06417314,0.02360278,0.0004802954,0.44660187,0.31440854,0.65732306,0.27740964,-0.019537285,-0.013265147,0.00176687,0.0,0.01919653,0.0,0.000326789,0.0
0.32014957,0.005920103,0.0032220776,0.47137338,0.29777667,0.55791813,-0.13564411,-0.048127826,0.011973486,-0.00051156845,0.0,0.017097998,0.0,0.00031633663,0.0
0.36272898,0.060035292,0.0051028323,0.36286402,0.30320123,-0.58421457,-0.036499187,-0.030379536,-0.011844646,0.00176687,0.0,0.013852501,0.0,0.00066186493,0.0
0.40031552,0.017218173,0.0080262255,0.47393388,0.29595426,0.63467306,-0.1312276,-0.0088936435,0.011973486,-0.00051156845,0.0,0.012687324,0.0,-0.0007972922,0.0
-0.09543154,-0.012276515,-0.10401715,0.32071072,0.29898927,-0.5415345,0.3336553,-0.02988714,-0.018544592,-0.00051156845,0.0,0.0055136653,0.0,0.00031174556,0.0
-0.044465493,-0.09245776,-0.0008344039,-1.0935856,-0.8267128,-0.11983611,-0.032718696,-0.004523324,0.013691484,-0.0001774288,0.0,0.014703594,0.0,-0.0012121958,0.0
-0.037167188,-0.0011020954,0.0045064045,-0.34821916,-0.15261328,0.50219405,-0.03360989,-0.007974934,-0.011844646,0.00176687,0.0,0.018775767,0.0,-0.00052191067,0.0
-0.078534074,0.0051944815,0.0057134135,0.29601365,0.28525737,-0.9148384,-0.5873643,0.00604879,0.013691484,-0.00051156845,0.0,0.019247089,0.0,-0.028135162,0.0
-0.32045245,-0.16614363,0.007341436,0.29631895,0.21367131,-0.53717524,-0.22740978,-0.043395557,0.03271771,-0.00051156845,0.0,0.019285103,0.0,-0.0012241693,0.0
-0.06909064,0.009551539,0.00036037434,0.37376887,0.30546603,0.2350398,0.19859755,0.0022992129,0.012776376,-0.00051156845,0.0,0.019259756,0.0,0.00049993687,0.0
-0.097224146,0.016382521,0.0045064045,0.43854764,0.2886039,0.6235933,-0.094026625,-0.008627399,0.024287198,-0.00051156845,0.0,0.019296242,0.0,0.0003214807,0.0
-0.046302687,-0.059641544,0.0065433774,0.30291408,0.22512232,-0.26851207,-0.6549888,0.015376846,0.011973486,-0.00051156845,0.0,0.010482994,0.0,0.0032517319,0.0
0.23099382,0.08869929,0.002047347,0.48038706,0.31899542,0.6524038,0.2736097,0.0037883024,-0.013265147,0.00176687,0.0,0.0066101705,0.0,0.0005098363,0.0
-0.06533127,0.08113391,-0.027881162,0.44045827,0.28984907,0.5996449,-0.11502568,-0.020547373,-0.011844646,-0.00051156845,0.0,0.0049696737,0.0,0.000326789,0.0
-0.10155371,0.06583501,0.0017646222,0.43578282,0.3025651,0.5819683,0.023465019,-0.017039334,0.025090087,-0.00051156845,0.0,0.019296242,0.0,-0.0005275163,0.0
-0.08146598,-0.11779504,0.010567886,0.43106055,0.29113227,0.834273,0.02187652,-0.10111299,-0.032045234,0.00176687,0.0,0.00521951,0.0,0.0008005055,0.0
0.3448607,0.014879535,0.00036037434,0.44378048,0.31099883,0.38998115,-0.007878126,-0.025844473,0.012776376,-0.00051156845,0.0,0.017097998,0.0,-0.00051731727,0.0
-0.03629274,-0.15077193,0.009658415,-0.64035916,-0.9296695,0.30186146,0.08687672,-0.022472871,-0.026765788,7.539305e-05,0.0,0.018159522,0.0,0.00049411226,0.0
-0.057915695,0.024169471,0.004669208,0.40755486,0.28826812,0.4123634,-0.09421051,-0.025156265,0.011973486,-0.00051156845,0.0,0.0049696737,0.0,0.000326789,0.0
-0.064348444,0.15539242,-0.011819905,0.46343186,0.30878362,0.69185084,0.24797823,-0.021246457,-0.013265147,-0.00051156845,0.0,-0.046439704,0.0,-0.0005229229,0.0
-0.068508424,0.008185081,0.0017402027,-0.48181397,-0.48204842,-0.61750376,0.10421081,0.005251372,-0.018544592,-0.00051156845,0.0,0.014517918,0.0,-0.001808101,0.0
0.2171706,-0.015979756,0.0032220776,0.42189395,0.29418528,0.59133375,-0.45890188,-0.02009586,0.011973486,-0.00051156845,0.0,0.017097998,0.0,0.000953129,0.0
-0.06712294,-0.052430067,0.004386483,0.3071247,0.2517235,-0.4290652,-0.6471603,-0.01025864,-0.01712409,0.00176687,0.0,0.021030147,0.0,0.0030635407,0.0
-0.07478039,-0.010120804,0.0011961203,-0.14869824,-0.25087732,-0.72438323,0.16041592,-0.025782276,0.012776376,-0.00051156845,0.0,0.019821832,0.0,0.0009442773,0.0
-0.098966755,0.06093366,-0.008323299,0.4546949,0.30926645,0.6772256,0.31522056,-0.017338613,-0.018544592,-0.00051156845,0.0,-0.060005084,0.0,-0.00080749125,0.0
0.34960502,-0.12999567,0.00047132955,0.5088308,0.30703938,0.6349331,0.20204923,-0.023020165,-0.026765788,0.00176687,0.0,0.019756468,0.0,0.0006071701,0.0
0.22628781,0.15977162,0.008495593,0.383792,0.31654114,0.20900908,0.0811502,-0.009688622,-0.013265147,0.00176687,0.0,0.00011733547,0.0,0.0005098363,0.0
-0.07395028,-0.11669551,0.0052056154,-0.36972466,-1.2010212,-0.5490387,0.11653268,0.0016767994,0.026203116,-2.1828835e-05,0.0,0.01970043,0.0,0.0014233021,0.0
0.1815051,-0.067485675,0.0032131118,0.42140538,0.27846983,0.5798119,-0.32487977,-0.015581773,0.013691484,-0.00051156845,0.0,0.017513184,0.0,0.0006071701,0.0
-0.058849942,-0.00028003607,0.0031203786,0.29905957,0.31766915,-0.6815863,-0.4242206,-0.02044735,0.017772604,-0.00051156845,0.0,0.020502903,0.0,0.0145809725,0.0
-0.048758384,0.06987009,0.010526325,0.45133802,0.31209865,0.7736259,0.22873285,0.12646306,-0.013265147,0.00176687,0.0,0.0050650127,0.0,-0.00080289785,0.0
0.4595862,-0.105730176,0.009248078,0.34468853,0.28388032,-0.8005954,-0.008012013,-0.02559236,0.013691484,-0.00051156845,0.0,0.015190832,0.0,-0.0019685877,0.0
0.21671726,-0.05462406,0.013509985,0.45818356,0.29079184,0.86248493,-0.10895546,-0.013333383,0.013691484,-0.00051156845,0.0,0.009046255,0.0,-0.00095039874,0.0
-0.09454023,0.022367036,0.008618791,0.4230988,0.2967046,0.7787044,0.05590694,-0.02224315,-0.018544592,0.00176687,0.0,0.0151481535,0.0,0.000509672,0.0
-0.08654872,0.010706371,0.0011961203,0.30134326,0.30877122,-0.9433446,0.24037617,-0.021840287,-0.013265147,0.00176687,0.0,0.020930436,0.0,0.000959837,0.0
0.3862143,0.059449155,-0.01266775,0.34112057,0.30153337,-0.8100835,0.03848611,-0.05408108,-0.013265147,0.00176687,0.0,0.005414349,0.0,0.0009600012,0.0
-0.06477427,0.01679282,0.0039215162,0.45016235,0.31228685,0.6951724,0.2261895,0.005399513,-0.013265147,0.00176687,0.0,0.014682243,0.0,-0.00080749125,0.0
-0.09358619,0.08581274,-0.08443766,0.31609118,0.30206725,-0.39191157,0.24184766,0.03401202,-0.013265147,0.00176687,0.0,0.005358647,0.0,-0.0005167184,0.0
-0.039379645,0.0032809032,-0.004863703,0.41944098,0.2837283,0.5986696,-0.15457687,-0.01263433,-0.011844646,-0.00051156845,0.0,-0.13729046,0.0,0.000326789,0.0
-0.32223955,0.501732,0.00806847,-0.278658,-0.7907884,0.501184,0.07949374,0.15781045,0.03271771,-0.00051156845,0.0,0.018105721,0.0,-0.010060645,0.0
-0.030943178,-0.038988892,-0.0023031156,-0.101831436,-0.25449988,-0.78717136,-0.35764366,-0.02788079,-0.011844646,-0.00051156845,0.0,-0.15290503,0.0,0.0145809725,0.0
-0.6675943,-0.031425674,0.0073523475,-0.064016886,-0.5074536,-0.6385532,-0.8689685,0.0048445817,0.026005195,-0.00051156845,0.0,0.01592804,0.0,-0.02812778,0.0
0.33351752,0.0752965,0.0004802954,0.50514364,0.3194912,0.61286044,0.26397863,-0.003520635,0.012776376,-0.00051156845,0.0,0.014390988,0.0,-0.00080289785,0.0
-0.060956903,0.10337197,0.0019274255,0.37954664,0.31640553,0.28816202,0.12446765,-0.025019187,0.012776376,-0.00051156845,0.0,0.005414349,0.0,0.00032164494,0.0
0.3570994,0.0565155,0.0043150485,0.40807155,0.2890243,0.15065368,-0.09634145,0.024163969,0.011973486,-0.00051156845,0.0,0.013852501,0.0,-0.000512125,0.0
0.44323507,0.07580781,0.0016729898,0.5040374,0.3205932,0.6694922,0.25661147,-0.010631098,-0.013265147,0.00176687,0.0,0.011659901,0.0,0.0005098363,0.0
